Date,Month,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,Temp9am,Humidity9am,Cloud9am,WindDir9am,WindSpeed9am,Pressure9am,Temp3pm,Humidity3pm,Cloud3pm,WindDir3pm,WindSpeed3pm,Pressure3pm,RainToday,RainTomorrow
2019-06-30,Jun,4.3,11.3,7.4,,,NNW,46,6.9,82,8.0,N,17,1021.3,10.2,49,,NNW,26,1021.3,1,0
2019-07-01,Jul,-4.7,12.5,0.2,,,N,31,0.6,90,,N,4,1026.9,11.1,50,1.0,NNW,11,1022.1,0,1
2019-07-02,Jul,-3.6,15.0,0.0,,,NW,37,0.6,96,,NE,2,1023.0,14.1,34,,NW,26,1020.5,0,0
2019-07-03,Jul,-3.1,15.6,0.0,,,E,30,4.9,84,6.0, ,0,1031.3,13.2,55,4.0,N,15,1030.7,0,0
2019-07-04,Jul,2.5,13.3,0.0,,,E,35,9.0,76,1.0,ESE,7,1038.1,12.2,66,8.0,SE,19,1036.7,0,0
2019-07-05,Jul,0.0,15.8,0.0,,,E,33,6.5,98,7.0,E,7,1039.2,12.8,79,8.0,E,13,1036.0,0,0
2019-07-06,Jul,4.6,15.6,0.2,,,NE,26,8.5,99,8.0,SSW,6,1038.0,14.8,51,1.0,ENE,11,1034.5,0,0
2019-07-07,Jul,0.2,15.3,0.2,,,NNW,17,8.9,83,6.0, ,0,1034.6,14.6,60,6.0,NW,7,1030.5,0,0
2019-07-08,Jul,7.3,15.9,0.0,,,NW,35,10.1,96,7.0,NNW,15,1026.3,14.9,58,3.0,WNW,26,1022.4,0,0
2019-07-09,Jul,-1.2,13.4,0.0,,,WNW,39,3.9,90,,SE,6,1022.6,12.0,48,,WNW,28,1018.9,0,0
2019-07-10,Jul,3.9,10.8,0.0,,,NNW,57,7.9,83,2.0,NNW,19,1019.1,9.5,64,8.0,NNW,28,1015.4,0,0
2019-07-11,Jul,6.0,10.6,0.8,,,NW,61,7.8,67,8.0,NNW,22,1012.9,8.5,66,8.0,NNW,37,1011.9,0,0
2019-07-12,Jul,7.7,13.1,0.0,,,NW,69,10.1,67,7.0,NW,31,1012.8,10.6,77,7.0,NW,48,1010.4,0,0
2019-07-13,Jul,3.2,8.7,2.8,,,NNW,65,4.9,70,2.0,NNW,35,1013.4,7.4,61,1.0,WNW,35,1015.6,1,0
2019-07-14,Jul,1.0,8.6,0.0,,,NW,63,4.7,70,,NW,31,1022.0,6.1,69,8.0,NNW,28,1018.1,0,1
2019-07-15,Jul,4.6,12.8,0.2,,,WNW,54,8.3,62,1.0,W,11,1018.0,12.2,46,,WNW,28,1018.4,0,0
2019-07-16,Jul,-2.1,14.0,0.0,,,NW,46,5.0,86,,S,4,1021.2,13.2,47,,WNW,30,1019.5,0,0
2019-07-17,Jul,4.4,12.5,0.0,,,WNW,54,9.4,66,,NNW,13,1020.1,11.0,50,,WNW,35,1015.8,0,0
2019-07-18,Jul,5.9,13.0,0.0,,,NW,46,9.4,55,,WNW,19,1016.6,11.9,52,,NW,33,1016.6,0,0
2019-07-19,Jul,2.3,13.3,0.0,,,N,37,7.8,75,,NW,20,1021.4,12.3,62,,N,26,1021.2,0,0
2019-07-20,Jul,-0.7,12.7,0.0,,,NNW,28,2.6,95,8.0,ESE,9,1025.3,12.5,61,,NNW,17,1021.0,0,0
2019-07-21,Jul,-4.7,15.8,0.0,,,NW,44,2.5,99,,SW,4,1019.8,15.2,43,3.0,NNW,30,1015.8,0,0
2019-07-22,Jul,-1.6,17.3,0.0,,,N,31,4.8,80,, ,0,1019.4,16.6,33,,NW,22,1015.6,0,0
2019-07-23,Jul,-2.4,16.0,0.0,,,WNW,59,10.0,58,,NNW,30,1017.2,14.5,46,,WNW,37,1015.6,0,0
2019-07-24,Jul,7.8,13.5,0.0,,,WNW,57,9.3,53,,WNW,22,1020.6,12.9,46,,NNW,28,1021.3,0,0
2019-07-25,Jul,-5.1,15.7,0.0,,,NW,24,1.9,85,,S,9,1028.6,15.5,36,,NNW,11,1024.6,0,0
2019-07-26,Jul,-1.8,11.1,0.0,,,NW,19,2.0,93,7.0,NNE,2,1023.8,11.0,68,8.0,WNW,9,1021.8,0,0
2019-07-27,Jul,0.2,16.2,0.2,,,WNW,28,4.4,100,8.0,E,7,1025.8,15.5,48,8.0,NW,19,1022.9,0,0
2019-07-28,Jul,-3.3,14.3,0.0,,,NNW,31,3.3,97,,N,2,1028.0,13.3,51,,NNW,19,1023.8,0,0
2019-07-29,Jul,-2.4,14.2,0.0,,,NW,37,3.3,89,7.0,N,6,1023.4,11.0,73,8.0,NNW,22,1020.2,0,0
2019-07-30,Jul,-1.4,13.6,0.2,,,SSE,31,6.5,80,,SE,15,1026.4,12.7,35,,SSW,7,1025.5,0,0
2019-07-31,Jul,-2.8,13.7,0.2,,,WNW,19,4.6,74,,SE,11,1033.1,13.2,44,,W,11,1029.8,0,0
2019-08-01,Aug,-3.8,14.6,0.0,,,NW,28,2.4,83,,N,4,1032.0,14.1,48,,NW,20,1028.7,0,0
2019-08-02,Aug,0.0,15.2,0.0,,,NNW,30,6.8,73,,N,6,1032.8,14.9,39,,NNW,19,1029.3,0,0
2019-08-03,Aug,-0.9,13.3,0.0,,,N,33,4.6,98,8.0,NW,9,1030.9,12.3,57,,N,20,1027.0,0,0
2019-08-04,Aug,0.4,13.6,0.0,,,NW,24,1.4,93,8.0,SE,7,1031.1,12.3,53,2.0,NNW,15,1026.9,0,0
2019-08-05,Aug,0.9,11.9,0.0,,,N,33,5.9,93,7.0, ,0,1026.4,11.0,55,,N,20,1023.5,0,0
2019-08-06,Aug,-2.5,12.9,0.0,,,N,35,2.5,97,8.0,NE,7,1023.1,12.3,49,,NNW,22,1018.3,0,0
2019-08-07,Aug,-5.0,16.0,0.0,,,NW,43,3.0,90,2.0, ,0,1016.2,14.4,32,,NNW,31,1010.9,0,0
2019-08-08,Aug,-3.5,12.6,3.2,,,WNW,63,5.7,93,8.0,NW,17,1005.1,10.3,55,1.0,NW,31,1002.0,1,0
2019-08-09,Aug,4.1,8.7,6.6,,,NNW,72,5.0,89,8.0,NNW,35,999.0,7.0,63,2.0,NW,35,1000.2,1,1
2019-08-10,Aug,0.8,8.8,3.0,,,W,52,3.5,87,4.0,NNW,19,1002.3,6.9,63,8.0,NW,30,1001.0,1,1
2019-08-11,Aug,2.0,10.7,1.6,,,NNW,46,4.1,88,8.0,NNW,26,1002.2,8.8,54,8.0,WNW,26,1005.1,1,1
2019-08-12,Aug,-1.6,13.0,0.0,,,NW,35,4.8,75,,NW,9,1020.7,12.2,52,,NNW,24,1020.3,0,1
2019-08-13,Aug,-1.7,12.7,0.0,,,N,31,3.0,92,8.0,SE,2,1027.7,11.9,55,,NNW,19,1025.1,0,0
2019-08-14,Aug,-4.1,10.2,0.0,,,N,24,0.9,99,8.0, ,0,1030.9,9.1,60,,NNW,13,1027.4,0,0
2019-08-15,Aug,-3.2,15.3,0.2,,,NNW,46,6.9,71,,ENE,9,1027.0,14.5,28,,WNW,31,1022.5,0,0
2019-08-16,Aug,-2.8,18.3,0.0,,,NW,52,5.5,76,, ,0,1021.6,16.5,30,,NNW,31,1016.5,0,0
2019-08-17,Aug,0.3,17.8,0.0,,,E,37,9.5,61,,SE,11,1021.4,16.2,35,,SE,2,1019.0,0,0
2019-08-18,Aug,-1.1,18.9,0.0,,,NW,70,4.9,99,8.0, ,0,1019.1,18.4,36,8.0,NW,15,1011.8,0,0
2019-08-19,Aug,2.6,9.4,2.4,,,WNW,56,5.7,73,7.0,NW,26,1016.3,8.5,49,6.0,WNW,31,1019.0,1,0
2019-08-20,Aug,2.7,13.2,0.0,,,WNW,61,7.7,63,,NW,30,1024.0,10.5,54,,NW,37,1022.0,0,1
2019-08-21,Aug,6.8,16.6,0.0,,,W,52,12.3,56,,W,30,1017.0,16.1,38,,WNW,30,1015.6,0,0
2019-08-22,Aug,9.0,16.1,0.0,,,W,54,13.5,42,,SW,24,1013.9,14.2,27,,SSE,28,1016.6,0,0
2019-08-23,Aug,-5.2,14.7,0.0,,,NNW,31,3.3,64,, ,0,1028.4,13.6,30,,NNW,19,1024.4,0,0
2019-08-24,Aug,-5.2,17.4,0.0,,,NW,56,8.0,60,, ,0,1022.1,16.4,32,,NW,31,1017.3,0,0
2019-08-25,Aug,0.1,18.3,0.0,,,N,46,11.7,43,,N,15,1018.1,16.1,27,,NNW,33,1017.4,0,0
2019-08-26,Aug,5.1,13.7,0.0,,,NE,26,8.5,67,7.0,S,11,1024.5,11.8,56,6.0,ESE,9,1022.0,0,0
2019-08-27,Aug,5.0,13.2,0.8,,,NE,20,7.3,88,8.0,SE,9,1025.5,12.7,57,8.0, ,0,1022.3,0,0
2019-08-28,Aug,1.6,17.0,0.0,,,WNW,44,7.8,88,,NNW,9,1022.8,15.7,31,,WNW,28,1017.5,0,0
2019-08-29,Aug,0.7,13.8,0.0,,,SSE,41,7.0,62,6.0,S,19,1025.9,12.4,42,8.0,ESE,19,1024.6,0,0
2019-08-30,Aug,1.3,14.5,0.0,,,SE,39,8.0,63,4.0,S,17,1029.3,13.0,46,6.0,ESE,13,1026.5,0,0
2019-08-31,Aug,0.6,17.2,0.0,,,NNE,26,8.7,70,7.0,SE,13,1028.4,16.2,37,,WNW,6,1022.8,0,0
2019-09-01,Sep,-2.3,19.8,0.0,,,NW,39,7.1,70,,NNE,4,1024.1,17.9,25,1.0,NW,20,1018.2,0,0
2019-09-02,Sep,0.5,19.0,0.2,,,NW,28,10.0,68,,NW,7,1020.7,18.1,33,,WNW,11,1017.7,0,0
2019-09-03,Sep,2.9,21.7,0.0,,,NW,41,11.7,58,,NW,6,1019.2,21.2,28,,NNW,28,1014.6,0,0
2019-09-04,Sep,-0.3,22.2,0.0,,,NW,48,9.6,63,,W,9,1017.3,19.4,26,8.0,WNW,31,1014.4,0,0
2019-09-05,Sep,1.5,21.2,0.0,,,SW,31,10.9,55,8.0,S,7,1016.8,20.4,33,8.0,SW,13,1013.4,0,0
2019-09-06,Sep,5.7,20.1,0.0,,,W,69,14.2,65,,N,4,1004.7,14.0,53,8.0,NW,37,1000.7,0,0
2019-09-07,Sep,5.0,11.8,3.8,,,WNW,69,8.3,61,8.0,WNW,33,1008.7,9.9,52,8.0,WNW,37,1008.2,1,0
2019-09-08,Sep,4.0,13.4,0.0,,,WNW,57,9.1,47,,WSW,24,1014.2,10.8,52,,WNW,37,1011.7,0,1
2019-09-09,Sep,3.7,14.1,0.0,,,SSW,69,9.3,43,5.0,W,17,1012.6,12.8,29,1.0,S,46,1014.8,0,0
2019-09-10,Sep,-0.5,16.3,0.0,,,SSW,35,7.6,50,,SSW,24,1026.4,15.5,24,,NW,15,1024.5,0,0
2019-09-11,Sep,-3.1,19.4,0.0,,,NNW,30,7.3,68,,NNW,7,1031.5,18.6,28,,NW,17,1027.4,0,0
2019-09-12,Sep,-0.9,19.2,0.0,,,NW,50,12.1,51,,N,22,1024.6,18.3,26,7.0,WNW,28,1019.3,0,0
2019-09-13,Sep,-2.8,22.3,0.0,,,N,50,9.3,55,,W,2,1025.2,21.4,17,,N,35,1019.8,0,0
2019-09-14,Sep,-0.5,21.8,0.0,,,NNW,35,12.1,49,, ,0,1024.6,20.1,27,,NNW,22,1021.3,0,0
2019-09-15,Sep,-0.4,24.0,0.0,,,NW,43,11.1,50,1.0,NNW,4,1024.4,22.9,17,,NNW,31,1019.8,0,0
2019-09-16,Sep,5.4,24.7,0.0,,,NNW,46,20.0,17,2.0,NNW,20,1016.1,19.5,37,8.0,WSW,24,1015.3,0,0
2019-09-17,Sep,0.8,11.3,32.0,,,SE,50,5.6,82,8.0,SSE,19,1024.3,9.5,70,8.0,SE,30,1024.8,1,0
2019-09-18,Sep,1.5,15.9,0.0,,,SE,35,10.6,59,,SSE,15,1029.3,13.1,60,6.0,ESE,26,1027.2,0,1
2019-09-19,Sep,10.0,20.1,0.0,,,ENE,31,13.1,87,8.0,SW,2,1028.3,18.5,52,8.0,NE,19,1024.5,0,0
2019-09-20,Sep,5.6,23.3,0.0,,,NE,43,14.9,72,4.0,NW,4,1026.6,22.6,42,1.0,N,15,1020.9,0,0
2019-09-21,Sep,10.1,18.7,0.0,,,NW,52,16.9,69,8.0, ,0,1020.1,16.2,77,8.0,N,26,1016.8,0,0
2019-09-22,Sep,6.9,17.2,3.8,,,NNW,50,13.2,49,5.0,W,20,1023.3,15.0,37,7.0,NNW,31,1021.3,1,0
2019-09-23,Sep,0.1,13.6,0.0,,,WNW,50,10.9,58,6.0,WNW,24,1023.7,10.9,49,6.0,WSW,28,1023.1,0,1
2019-09-24,Sep,-2.9,16.9,0.2,,,N,44,7.5,68,,NNW,7,1027.7,15.3,39,,NW,30,1024.0,0,0
2019-09-25,Sep,-0.9,17.9,0.0,,,ENE,30,9.6,63,,W,6,1029.4,16.8,34,,S,7,1025.1,0,0
2019-09-26,Sep,4.4,18.2,0.0,,,NNW,35,12.7,65,4.0,NNW,7,1027.1,16.9,37,2.0,NNW,19,1022.9,0,0
2019-09-27,Sep,0.7,20.8,0.0,,,WNW,54,11.3,62,,SW,7,1020.3,18.8,29,7.0,W,26,1015.8,0,0
2019-09-28,Sep,3.7,18.1,0.0,,,NNW,31,11.4,42,,SW,17,1018.2,17.2,35,,NNW,13,1016.7,0,0
2019-09-29,Sep,2.2,20.2,0.0,,,N,48,10.9,65,8.0,NNW,6,1018.7,18.5,29,,NNW,33,1016.1,0,0
2019-09-30,Sep,3.6,19.7,0.0,,,E,43,11.7,57,,SSE,9,1024.8,19.1,29,,NW,11,1023.2,0,0
2019-10-01,Oct,5.6,21.1,0.0,,,NNW,31,11.9,64,1.0,NW,7,1031.7,20.2,26,,N,17,1026.5,0,0
2019-10-02,Oct,1.8,24.7,0.0,,,NNW,43,15.4,49,, ,0,1028.9,24.3,24,,W,22,1024.6,0,0
2019-10-03,Oct,4.2,28.0,0.0,,,NNW,39,16.3,44,,NNW,2,1026.0,27.2,19,,WNW,20,1020.9,0,0
2019-10-04,Oct,5.7,28.1,0.0,,,WNW,44,21.0,33,,NNW,17,1019.9,25.7,27,5.0,WNW,31,1016.3,0,0
2019-10-05,Oct,12.1,19.2,4.0,,,ENE,33,13.3,84,8.0,E,13,1023.0,18.1,53,7.0,ENE,17,1020.2,1,0
2019-10-06,Oct,11.4,30.4,0.0,,,N,61,13.9,87,1.0,SE,7,1016.8,28.8,25,,NNW,39,1009.1,0,1
2019-10-07,Oct,8.6,23.7,0.0,,,NW,54,18.4,51,,NNW,19,1012.1,22.2,34,,NNW,31,1010.1,0,0
2019-10-08,Oct,8.4,18.7,0.0,,,W,54,14.4,55,,WNW,28,1011.3,12.3,63,8.0,WNW,26,1011.6,0,0
2019-10-09,Oct,1.7,16.3,11.2,,,S,39,7.6,63,,S,30,1023.1,15.8,42,2.0,S,6,1021.0,1,0
2019-10-10,Oct,1.0,19.2,0.0,,,E,43,8.6,66,,S,9,1023.6,18.2,31,1.0,W,13,1019.4,0,1
2019-10-11,Oct,8.5,17.1,0.0,,,ESE,41,12.0,69,8.0,ESE,13,1019.5,15.8,48,5.0,SE,26,1015.8,0,0
2019-10-12,Oct,6.6,15.9,0.0,,,ESE,30,10.5,63,8.0,ESE,19,1019.3,14.1,48,8.0,SE,11,1017.1,0,0
2019-10-13,Oct,1.8,19.8,0.0,,,N,28,10.2,69,,SSE,6,1020.8,18.4,31,1.0,SW,9,1017.3,0,0
2019-10-14,Oct,4.3,22.7,0.0,,,SSW,33,10.2,77,8.0,S,7,1017.3,21.3,32,5.0,WSW,13,1013.7,0,0
2019-10-15,Oct,6.6,28.0,0.0,,,NW,56,13.9,60,5.0,S,6,1013.4,26.5,29,,N,30,1009.2,0,0
2019-10-16,Oct,7.8,24.8,0.0,,,NNW,67,16.8,64,1.0,W,9,1012.3,23.5,28,7.0,NW,46,1008.4,0,0
2019-10-17,Oct,9.5,16.1,4.8,,,WNW,69,14.1,72,8.0,NNW,26,1008.2,14.5,34,,WNW,41,1008.9,1,0
2019-10-18,Oct,5.8,21.0,0.0,,,NNW,52,11.7,48,,NW,17,1017.4,19.7,21,,WNW,31,1014.2,0,1
2019-10-19,Oct,8.8,19.2,0.0,,,NW,78,16.0,42,,WNW,37,1013.7,17.3,29,,WNW,43,1013.4,0,0
2019-10-20,Oct,-0.2,20.9,0.0,,,N,30,9.8,51,,ENE,2,1022.1,20.2,23,,NNW,13,1020.0,0,0
2019-10-21,Oct,3.1,26.7,0.0,,,ENE,33,13.5,53,,SW,7,1027.0,25.1,19,,WSW,9,1023.2,0,0
2019-10-22,Oct,5.8,28.5,0.0,,,E,41,15.0,57,,SW,6,1026.0,27.4,14,,NNW,17,1021.2,0,0
2019-10-23,Oct,5.8,29.2,0.0,,,SW,80,14.9,67,, ,0,1023.8,28.5,11,,WNW,31,1019.1,0,0
2019-10-24,Oct,6.8,31.2,0.0,,,W,39,17.4,32,,SE,4,1020.4,30.3,12,,WNW,20,1016.1,0,0
2019-10-25,Oct,9.1,31.1,0.0,,,NNW,91,20.2,33,7.0,S,9,1013.6,29.9,18,6.0,NNW,61,1007.7,0,0
2019-10-26,Oct,12.3,18.2,7.6,,,NW,78,15.1,48,,WNW,31,1006.2,17.7,32,2.0,WNW,52,1006.0,1,0
2019-10-27,Oct,4.6,20.5,0.0,,,NNW,43,11.8,45,,NW,22,1015.1,19.1,25,3.0,NW,31,1013.8,0,1
2019-10-28,Oct,3.7,22.9,0.0,,,W,39,12.7,52,,SW,9,1022.8,21.4,21,,W,13,1021.0,0,0
2019-10-29,Oct,5.6,27.4,0.0,,,NNW,50,15.1,64,, ,0,1023.7,25.5,24,,NNW,20,1018.8,0,0
2019-10-30,Oct,8.8,29.3,0.0,,,W,28,16.2,47,,ESE,6,1020.2,28.6,13,,NNE,13,1016.6,0,0
2019-10-31,Oct,7.0,31.7,0.0,,,NE,41,19.1,42,,SSE,6,1019.0,30.2,11,,W,15,1015.2,0,0
2019-11-01,Nov,10.4,32.5,0.0,,,NNW,39,19.8,34,, ,0,1017.9,30.2,15,,ENE,9,1012.6,0,0
2019-11-02,Nov,13.9,31.3,0.0,,,N,63,21.5,42,7.0, ,0,1015.9,30.8,21,2.0,NNW,33,1011.3,0,0
2019-11-03,Nov,15.8,25.8,0.0,,,NNW,57,20.9,65,4.0,W,7,1013.8,17.5,85,8.0,SSW,6,1010.9,0,0
2019-11-04,Nov,11.5,22.6,12.4,,,WNW,56,16.3,71,3.0,NNW,19,1014.2,20.4,33,2.0,WNW,33,1012.7,1,0
2019-11-05,Nov,8.6,19.0,0.2,,,S,35,11.2,55,2.0,S,24,1015.6,16.6,35,7.0,NNW,17,1013.6,0,1
2019-11-06,Nov,7.2,23.7,0.0,,,NW,70,14.8,40,,NNW,19,1012.6,22.4,25,,NW,41,1007.9,0,0
2019-11-07,Nov,11.3,19.4,0.0,,,WNW,70,13.0,46,,WNW,39,1005.9,17.9,35,1.0,WNW,37,1005.1,0,0
2019-11-08,Nov,12.7,18.8,0.0,,,NW,72,14.9,48,1.0,WNW,35,1001.8,13.9,64,8.0,WNW,30,1002.2,0,0
2019-11-09,Nov,1.6,16.7,0.0,,,WNW,56,9.0,41,,WSW,13,1011.8,14.4,34,1.0,WNW,35,1009.8,0,0
2019-11-10,Nov,8.4,20.4,0.0,,,NNW,54,13.8,52,1.0,NW,31,1011.9,19.1,40,,WNW,33,1011.3,0,0
2019-11-11,Nov,3.7,26.4,0.0,,,NW,50,16.9,53,,NNW,11,1015.3,24.9,19,,WNW,24,1011.6,0,0
2019-11-12,Nov,5.8,26.6,0.0,,,NW,67,22.3,19,,NW,39,1006.3,23.5,21,8.0,WNW,33,1003.5,0,0
2019-11-13,Nov,6.7,20.8,0.0,,,WNW,50,11.3,34,,WNW,20,1013.0,19.4,23,,WNW,35,1010.6,0,0
2019-11-14,Nov,7.1,24.7,0.0,,,NW,52,15.8,43,,WNW,19,1014.9,23.0,28,,WNW,35,1011.1,0,0
2019-11-15,Nov,11.8,25.7,0.0,,,NW,61,17.2,43,,WNW,20,1010.9,24.3,18,,WNW,35,1007.8,0,0
2019-11-16,Nov,8.4,25.7,0.0,,,NW,50,16.4,40,,NE,7,1014.5,24.3,13,,NW,28,1011.8,0,0
2019-11-17,Nov,9.6,25.1,0.0,,,E,52,15.0,59,1.0,S,11,1016.6,23.3,17,1.0,NW,11,1013.2,0,0
2019-11-18,Nov,6.8,27.0,0.0,,,NNW,59,16.0,48,,NW,17,1017.5,25.9,18,,WNW,30,1013.0,0,0
2019-11-19,Nov,8.4,32.5,0.0,,,WNW,57,24.1,22,,NW,13,1012.7,30.8,10,,NW,35,1009.3,0,0
2019-11-20,Nov,8.4,31.4,0.0,,,ENE,33,16.7,56,,NE,9,1017.0,29.6,17,,E,9,1013.4,0,0
2019-11-21,Nov,10.9,39.0,0.0,,,NNW,54,23.6,37,,SE,4,1015.0,38.2,7,,NW,30,1009.2,0,0
2019-11-22,Nov,16.9,34.9,0.0,,,NW,52,27.7,24,8.0,N,15,1012.2,33.4,18,8.0,NW,31,1010.7,0,0
2019-11-23,Nov,12.9,33.1,0.0,,,NNW,54,20.8,51,,NNE,13,1014.6,31.5,8,,WNW,26,1011.8,0,0
2019-11-24,Nov,8.1,28.6,0.0,,,NNE,39,16.2,60,8.0,ENE,13,1019.1,24.5,37,,NE,13,1013.9,0,0
2019-11-25,Nov,10.7,31.5,0.0,,,NW,52,20.8,57,,NNW,15,1012.2,31.0,24,1.0,NW,31,1007.7,0,0
2019-11-26,Nov,15.4,27.3,0.0,,,NW,89,23.2,48,7.0,NNW,30,1002.4,18.6,35,8.0,WNW,46,1003.2,0,0
2019-11-27,Nov,1.6,27.1,0.0,,,NW,43,11.8,40,,NW,7,1015.7,25.2,14,,NNW,30,1012.5,0,0
2019-11-28,Nov,5.6,30.3,0.0,,,N,46,17.3,24,,NNW,6,1016.5,28.3,8,,NNE,19,1013.0,0,0
2019-11-29,Nov,12.6,33.1,0.0,,,N,65,20.5,42,,SSW,2,1014.9,32.5,8,,W,24,1009.8,0,0
2019-11-30,Nov,11.8,23.8,0.0,,,NW,69,20.5,47,8.0,E,7,1009.2,20.3,42,8.0,NW,30,1006.9,0,0
2019-12-01,Dec,4.6,21.5,0.0,,,NW,63,15.2,37,,NW,20,1004.8,18.6,30,8.0,WNW,37,998.8,0,0
2019-12-02,Dec,7.4,15.1,0.6,,,WNW,57,10.4,65,8.0,WNW,26,992.3,11.1,69,8.0,WSW,33,994.8,0,0
2019-12-03,Dec,8.5,20.8,0.6,,,W,61,13.2,44,,WNW,31,1004.9,19.1,32,,WNW,41,1003.5,0,0
2019-12-04,Dec,12.6,24.1,0.0,,,WNW,57,16.6,37,,WNW,31,1008.4,22.9,18,,WNW,35,1007.0,0,0
2019-12-05,Dec,11.2,28.2,0.0,,,WNW,63,20.4,31,,NW,28,1008.6,27.3,12,,WNW,35,1005.0,0,0
2019-12-06,Dec,15.7,28.0,0.0,,,WNW,50,21.0,26,,NNW,20,1006.0,27.2,10,,W,30,1005.2,0,0
2019-12-07,Dec,11.1,29.7,0.0,,,WSW,52,20.7,19,,WNW,17,1011.8,29.1,12,,WSW,17,1008.7,0,0
2019-12-08,Dec,11.1,29.9,0.0,,,ENE,43,18.3,61,7.0,NNE,7,1017.9,28.7,23,,NNE,13,1015.3,0,0
2019-12-09,Dec,14.9,34.9,0.0,,,NW,46,19.8,63,8.0,NW,6,1019.8,32.6,19,3.0,WNW,22,1014.7,0,0
2019-12-10,Dec,12.2,38.1,0.0,,,NW,59,24.3,30,, ,0,1013.8,37.5,6,,WNW,35,1010.2,0,0
2019-12-11,Dec,11.3,32.7,0.0,,,NNW,44,15.9,62,7.0,E,15,1015.6,29.6,17,,NNW,19,1009.9,0,0
2019-12-12,Dec,12.8,30.5,0.0,,,ENE,57,18.0,53,,SE,7,1013.0,27.2,26,,W,11,1008.7,0,0
2019-12-13,Dec,12.8,27.8,0.0,,,E,48,16.2,62,3.0,NNE,13,1013.7,25.6,29,2.0,N,17,1009.3,0,0
2019-12-14,Dec,9.2,29.6,0.0,,,W,48,16.7,67,,WNW,7,1011.4,28.9,22,4.0,W,33,1007.4,0,0
2019-12-15,Dec,12.9,29.0,0.0,,,W,54,18.8,58,,NNW,17,1009.3,26.2,22,1.0,WNW,13,1006.4,0,0
2019-12-16,Dec,10.6,32.0,0.0,,,E,48,22.1,24,,SE,9,1010.3,29.8,16,,NW,11,1009.8,0,0
2019-12-17,Dec,12.1,32.5,0.0,,,E,48,17.6,54,,SE,9,1019.2,30.7,21,,ENE,15,1015.2,0,0
2019-12-18,Dec,12.2,36.8,0.0,,,NW,43,22.2,43,,S,7,1019.4,36.3,15,,WNW,20,1013.9,0,0
2019-12-19,Dec,15.8,39.3,0.0,,,E,54,26.5,27,1.0, ,0,1015.4,37.6,12,1.0,W,26,1012.9,0,0
2019-12-20,Dec,12.8,39.0,0.0,,,N,39,21.9,27,8.0,SSE,7,1019.3,37.2,10,8.0,NW,9,1013.2,0,0
2019-12-21,Dec,14.7,41.1,0.0,,,WNW,46,23.3,52,8.0, ,0,1013.6,40.1,12,3.0,W,28,1009.9,0,0
2019-12-22,Dec,15.5,24.9,0.0,,,ENE,43,18.0,64,8.0,E,17,1019.6,23.9,40,1.0,NE,28,1017.6,0,0
2019-12-23,Dec,8.6,32.4,0.0,,,NE,31,15.3,67,8.0,SSE,6,1020.1,30.0,20,1.0,NNE,17,1013.4,0,0
2019-12-24,Dec,15.3,28.8,0.0,,,NE,44,20.3,53,8.0,SE,13,1014.5,27.9,37,6.0,ENE,26,1012.0,0,0
2019-12-25,Dec,15.1,32.2,0.0,,,ENE,43,19.0,65,8.0,SSW,9,1017.0,29.7,28,,N,17,1012.9,0,0
2019-12-26,Dec,15.6,35.0,0.0,,,E,44,22.7,58,,ESE,6,1018.1,33.4,21,1.0,WNW,17,1014.5,0,0
2019-12-27,Dec,15.3,36.8,0.0,,,E,43,23.0,48,,SE,7,1019.5,35.4,18,,NNW,17,1015.0,0,0
2019-12-28,Dec,17.1,37.7,0.0,,,NW,52,25.0,42,8.0,SW,4,1018.1,35.6,13,,WNW,26,1014.3,0,0
2019-12-29,Dec,19.6,36.1,0.0,,,WNW,33,27.0,32,6.0,WSW,6,1017.4,34.0,18,7.0,W,17,1015.3,0,0
2019-12-30,Dec,17.6,39.8,0.0,,,NW,56,25.7,33,8.0,ESE,7,1015.1,38.5,8,1.0,NW,30,1009.9,0,0
2019-12-31,Dec,19.8,38.0,0.0,,,NW,74,31.6,14,,NNW,33,1007.7,36.7,9,8.0,NW,35,1005.4,0,0
